property_type,address,bedroom_number,bathroom_number,area,phone,description,listed_in_site,link,company,price
Apartment,"Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,166 sqm,tel:+20221208357,Apartment 166m 3Bed for sale installments years,Listed 1 day ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-taj-city-5024986.html,Falcon for Real Estate logo image,"7,560,000 EGP"
Townhouse,"Utopia, 6 October Compounds, 6 October City, Giza",3,3,250 sqm,tel:+201068680306,Compound Utopia Townhouse Fully finished for sale,Listed 2 days ago,https://www.propertyfinder.eg/en/plp/buy/townhouse-for-sale-giza-6-october-city-6-october-compounds-utopia-5020573.html,Brokers Hub Egypt logo image,"8,000,000 EGP"
Chalet,"Seashore, Ras Al Hekma, North Coast",4,3,250 sqm,tel:+201066280660,Chalet fully finished Ready to Move in Seashell,Listed 2 days ago,https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-ras-al-hekma-seashore-5021035.html,Egy Property Real Estate logo image,"16,100,000 EGP"
Chalet,"Seashore, Ras Al Hekma, North Coast",4,3,250 sqm,tel:+201066280660,Chalet fully finished Ready to Move in Seashell,Listed 2 days ago,https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-ras-al-hekma-seashore-5021035.html,Egy Property Real Estate logo image,"16,100,000 EGP"
Townhouse,"O West, 6 October Compounds, 6 October City, Giza",3,3,211 sqm,tel:+201279286120,Townhouse @Owest for sale with installments on 7yr,Listed 2 days ago,https://www.propertyfinder.eg/en/plp/buy/townhouse-for-sale-giza-6-october-city-6-october-compounds-o-west-5022618.html,Egypt Best Properties West logo image,"18,951,000 EGP"
Apartment,"October Plaza, 6 October Compounds, 6 October City, Giza",3,3,179 sqm,tel:+201068680306,Prime location Apartment with private garden,Listed 2 days ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-giza-6-october-city-6-october-compounds-october-plaza-5021560.html,Brokers Hub Egypt logo image,"7,600,000 EGP"
Villa,"Les Rois, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",7,4,354 sqm,tel:+20221208242,Family house 530 meters in Les Rois semi-finished,Listed 2 days ago,https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-les-rois-5020434.html,Elagdar Real Estate logo image,"27,000,000 EGP"
Apartment,"District 5, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,3,125 sqm,tel:+201279280238,Apartment Lowest Downpayment and Prime Location D5,Listed 2 days ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-district-5-5020575.html,Egypt Best Properties logo image,"5,640,000 EGP"
Apartment,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,1,114 sqm,tel:+20221257036,under market price in hydepark - greens,Listed 2 days ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-hyde-park-5018427.html,Iltiqaa for Real Estate logo image,"13,700,000 EGP"
Apartment,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,4,202 sqm,tel:+201005052797,Apartment for sale in mivida Avenue by instalments,Listed 2 days ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-mivida-5019353.html,Egypt Best Properties West logo image,"16,036,000 EGP"
Townhouse,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,226 sqm,tel:+201222122143,The nearest town house from club with lowest over,Listed 2 days ago,https://www.propertyfinder.eg/en/plp/buy/townhouse-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-palm-hills-new-cairo-5018773.html,Egypt Best Properties logo image,"18,300,000 EGP"
Apartment,"The brooks, El Katameya Compounds, El Katameya, New Cairo City, Cairo",2,1,124 sqm,tel:+20221257014,apartment124m min. from CFC with96month install.,Listed 2 days ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-el-katameya-el-katameya-compounds-the-brooks-5021532.html,B2C Real Estate logo image,"336,000 EGP"
Chalet,"Gaia, Ras Al Hekma, North Coast",3,2,148 sqm,tel:+201150230000,own chalet price launch EOI 100K WITH 10%DP,Listed 2 days ago,https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-ras-al-hekma-gaia-5021658.html,CBE New Homes logo image,"9,000,000 EGP"
Apartment,"Mesca, Soma Bay, Safaga, Hurghada, Red Sea",2,2,155 sqm,tel:+201222512518,LimttedOffer Panoramic Seaview Own Apt RTM Over 7Y,Listed 2 days ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-red-sea-hurghada-safaga-soma-bay-mesca-5021270.html,Egypt Best Properties West logo image,"6,700,000 EGP"
Apartment,"Mountain View iCity October, 6 October Compounds, 6 October City, Giza",3,3,175 sqm,tel:+201066280660,With Down Payment For Sale Mountain View October,Listed 2 days ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-giza-6-october-city-6-october-compounds-mountain-view-icity-october-5020728.html,Egy Property Real Estate logo image,"10,052,736 EGP"
Apartment,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,4,193 sqm,tel:+20221257024,Apartment 193m Ready To Move+Finished in Hyde Park,Listed 2 days ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-hyde-park-5021138.html,IRTKAZ logo image,"15,500,000 EGP"
Villa,"Levana, Uptown Cairo, Mokattam, Cairo",5,5,472 sqm,tel:+201226600677,Villa for sale Uptown Cairo Golf view,Listed 2 days ago,https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-cairo-mokattam-uptown-cairo-levana-5020242.html,Platinum Real Estate logo image,"46,125,000 EGP"
Apartment,"Sodic East, 6th District, New Heliopolis, Cairo",3,3,153 sqm,tel:+201111749769,Apartment 153m Finished for Sale in Sodic East,Listed 2 days ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-heliopolis-6th-district-sodic-east-5019895.html,معاك real estate consultancy logo image,"15,200,000 EGP"
Apartment,"District 5, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,3,150 sqm,tel:+201279280238,LOWEST PRICE APARTMENT READY TO MOVE DISTRICT 5,Listed 2 days ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-district-5-5021388.html,Egypt Best Properties logo image,"8,800,000 EGP"
Apartment,"Midtown Condo, New Capital Compounds, New Capital City, Cairo",2,2,120 sqm,tel:+201146151514,"Ap, 50% discount, lowest price in the New Capital",Listed 2 days ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-capital-city-new-capital-compounds-midtown-condo-5022806.html,La Plage Group logo image,"2,324,000 EGP"
Chalet,"Zed East, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,176 sqm,tel:+201280862222,Chalet Under market price with installments,Listed 2 days ago,https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-zed-east-5018493.html,New Avenue Real Estate logo image,"13,500,000 EGP"
Apartment,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,155 sqm,tel:+201032666522,For sale apartment fully finshed at mountain view.,Listed 2 days ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-mountain-view-icity-5020317.html,Gate real estate marketing logo image,"7,500,000 EGP"
Chalet,"Silver Sands, Qesm Marsa Matrouh, North Coast",3,2,120 sqm,tel:+201280862222,Ground chalet with garden bahary in Silver Sands,Listed 2 days ago,https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-qesm-marsa-matrouh-silver-sands-5019012.html,New Avenue Real Estate logo image,"10,300,000 EGP"
Chalet,"June, Ras Al Hekma, North Coast",2,2,116 sqm,tel:+201279294855,Chalet Fully Finished sea view on the lagoon 10%DP,Listed 2 days ago,https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-ras-al-hekma-june-5018957.html,Egypt Best Properties West logo image,"13,151,000 EGP"
iVilla,"Mountain View 1.1, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,235 sqm,tel:+201099655713,i-villa in mountain view 1.1 235m prime location,Listed 1 day ago,https://www.propertyfinder.eg/en/plp/buy/ivilla-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-mountain-view-1-1-5026456.html,Backyard logo image,"15,132,235 EGP"
Apartment,"Swan Lake, 26th of July Corridor, 6 October City, Giza",2,3,204 sqm,tel:+201212532053,Hassan Allam Launching Fully Finished Lagoon Apt !,Listed 2 days ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-giza-6-october-city-26th-of-july-corridor-swan-lake-5018716.html,Egypt Best Properties West logo image,"20,000,000 EGP"
Townhouse,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,197 sqm,tel:+20221257342,The lowest price for Townhouse at hydepark 3BRS,Listed 2 days ago,https://www.propertyfinder.eg/en/plp/buy/townhouse-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-hyde-park-5021296.html,Insider Real Estate Consultancy logo image,"14,000,000 EGP"
Chalet,"Salt, Ras Al Hekma, North Coast",3,3,150 sqm,tel:+201090669915,"Chalet , finished, in Ras El Hekma, North Coast",Listed 2 days ago,https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-ras-al-hekma-salt-5022232.html,Headway Properties logo image,"10,070,000 EGP"
Villa,"Allegria, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",4,4,550 sqm,tel:+201068680306,FULLY FINISHED STAND ALONE FOR SALE IN ALLEGRIA,Listed 2 days ago,https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-giza-sheikh-zayed-city-sheikh-zayed-compounds-allegria-5021801.html,Brokers Hub Egypt logo image,"65,000,000 EGP"
Apartment,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,3,123 sqm,tel:+201066280660,Apartment Hyde Park New Cairo With Down Payment,Listed 2 days ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-hyde-park-5020912.html,Egy Property Real Estate logo image,"11,281,919 EGP"
Apartment,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,144 sqm,tel:+201281777723,Apartment with AC’s under market price prime view,Listed 2 days ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-lake-view-residence-5019550.html,Element Estate logo image,"11,390,000 EGP"
Apartment,"Beta Greens, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3,3,180 sqm,tel:+20221208132,"Deliver now with only 10%DP ,180m in Beta Greens",Listed 2 days ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-mostakbal-city-compounds-beta-greens-5018453.html,BETA EGYPT logo image,"10,730,000 EGP"
Apartment,"Azad, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,2,140 sqm,tel:+20221257024,RESALE Apartment 140m Finished + furniture and ACs,Listed 2 days ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-azad-5020955.html,IRTKAZ logo image,"13,000,000 EGP"
Chalet,"Hacienda West, Ras Al Hekma, North Coast",2,2,108 sqm,tel:+201286490599,Hacienda West - Junior For Sale Ground with Garden,Listed 2 days ago,https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-ras-al-hekma-hacienda-west-5019142.html,Image Investments logo image,"13,424,110 EGP"
Villa,"HAP Town, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3,3,248 sqm,tel:+20221257325,HapTown seasons Stand Alone Resale prime location,Listed 2 days ago,https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-cairo-new-cairo-city-the-5th-settlement-mostakbal-city-compounds-hap-town-5019511.html,URE-Ultimate Real Estate logo image,"17,122,000 EGP"
Townhouse,"Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",4,3,215 sqm,tel:+201226681198,"UNDER MARKET PRICE TOWNHOUSE WITH DP: 6,210,000",Listed 2 days ago,https://www.propertyfinder.eg/en/plp/buy/townhouse-for-sale-cairo-shorouk-city-el-shorouk-compounds-al-burouj-compound-5018982.html,New Destination  Real Estate Consultancy logo image,"10,800,000 EGP"
Apartment,"Solana, New Zayed City, Sheikh Zayed City, Giza",3,3,172 sqm,tel:+201066280660,Fully Finished with Installments over 8 Years,Listed 2 days ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-giza-sheikh-zayed-city-new-zayed-city-solana-5019519.html,Egy Property Real Estate logo image,"16,635,000 EGP"
Apartment,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,2,189 sqm,tel:+201016511110,For Sale in mivida /Landscape View/Semi Furinshed,Listed 2 days ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-mivida-5020090.html,Gold Real Estate logo image,"14,350,000 EGP"
Chalet,"IL Monte Galala, Al Ain Al Sokhna, Suez",1,1,60 sqm,tel:+201145402513,Finished Chalet Sea View with 10% DP Over 8 Years,Listed 2 days ago,https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-suez-al-ain-al-sokhna-il-monte-galala-5022447.html,Element not found,"5,600,000 EGP"
Duplex,"Village West, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",3,3,203 sqm,tel:+201001706046,Duplex garden sale finished install Zayed VILLAGE,Listed 2 days ago,https://www.propertyfinder.eg/en/plp/buy/duplex-for-sale-giza-sheikh-zayed-city-sheikh-zayed-compounds-village-west-5021443.html,Abrag Real Estate 1 logo image,"12,400,000 EGP"
Apartment,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,118 sqm,tel:+20221208356,Own an apartment with a 5% down payment and 8 year,Listed 2 days ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-hyde-park-5019007.html,FLR Real Estate logo image,"14,825,000 EGP"
Chalet,"Cali Coast, Ras Al Hekma, North Coast",2,3,113 sqm,tel:+20221257220,Chalet Duplex with Roof For Sale 113m - Cali Coast,Listed 2 days ago,https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-ras-al-hekma-cali-coast-5018425.html,URE-Ultimate Real Estate logo image,"7,800,000 EGP"
Villa,"Nyoum October, Northern Expansions, 6 October City, Giza",3,4,196 sqm,tel:+201070001420,stand alone for sale 196 meters in Nyoum October,Listed 2 days ago,https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-giza-6-october-city-northern-expansions-nyoum-october-5020755.html,Black Brick For Real Estate logo image,"14,576,000 EGP"
Townhouse,"The Crown, Cairo Alexandria Desert Road, 6 October City, Giza",4,4,210 sqm,tel:+201003566672,Own Townhouse in the most luxurious comp. in zayed,Listed 2 days ago,https://www.propertyfinder.eg/en/plp/buy/townhouse-for-sale-giza-6-october-city-cairo-alexandria-desert-road-the-crown-5019753.html,Element not found,"5,500,000 EGP"
Apartment,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,3,114 sqm,tel:+201201659723,"Apartment for sale prime location with 5%DP,8years",Listed 2 days ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-hyde-park-5021489.html,Egypt Best Properties West logo image,"13,000,000 EGP"
iVilla,"Aliva, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3,3,250 sqm,tel:+201212604445,Prime located Hot Price town house in Aliva 191 m,Listed 2 days ago,https://www.propertyfinder.eg/en/plp/buy/ivilla-for-sale-cairo-mostakbal-city-future-city-mostakbal-city-compounds-aliva-5020520.html,Egypt Best Properties logo image,"13,952,000 EGP"
Apartment,"New Giza, Cairo Alexandria Desert Road, 6 October City, Giza",3,3,183 sqm,tel:+20221208033,apartment for sale - jasper lake new giza,Listed 2 days ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-giza-6-october-city-cairo-alexandria-desert-road-new-giza-5022407.html,Premium Real estate logo image,"12,650,000 EGP"
Townhouse,"Gaia, Ras Al Hekma, North Coast",3,2,160 sqm,tel:+201150230000,launching in summer Al Ahly Sabbour with10%DP|8YRS,Listed 2 days ago,https://www.propertyfinder.eg/en/plp/buy/townhouse-for-sale-north-coast-ras-al-hekma-gaia-5021752.html,CBE New Homes logo image,"14,000,000 EGP"
Penthouse,"Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,175 sqm,tel:+201001049314,For Sale Penthouse 175 m With Installments,Listed 2 days ago,https://www.propertyfinder.eg/en/plp/buy/penthouse-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-stone-residence-5021373.html,Remax The Address logo image,"1,900,000 EGP"
Townhouse,"Makadi Orascom Resort, Makadi, Hurghada, Red Sea",3,3,160 sqm,tel:+201275973633,"Corner Villa, Sea Vew Direct Lagoon 0%Downpayment",Listed 2 days ago,https://www.propertyfinder.eg/en/plp/buy/townhouse-for-sale-red-sea-hurghada-makadi-makadi-orascom-resort-5020349.html,Egypt Best Properties West logo image,"13,800,000 EGP"
Townhouse,"Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",4,5,327 sqm,tel:+201222346384,Fully Finished Resale SkyVilla 327m Prime Location,Listed 2 days ago,https://www.propertyfinder.eg/en/plp/buy/townhouse-for-sale-cairo-new-cairo-city-the-5th-settlement-mostakbal-city-compounds-sarai-5022650.html,ARC Investments logo image,"10,900,000 EGP"
Duplex,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,260 sqm,tel:+201050964964,Ground 260m + Garden 60m Mountain view - ICITY,Listed 2 days ago,https://www.propertyfinder.eg/en/plp/buy/duplex-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-mountain-view-icity-5022034.html,ALMONGEZ INVESTMENT logo image,"9,200,000 EGP"
